,duration,pdays,previous,poutcome,emp.var.rate,euribor3m,nr.employed,y
9513,157,999,0,nonexistent,1.4,4.961,5228.1,no
9514,216,999,0,nonexistent,1.4,4.961,5228.1,no
9515,79,999,0,nonexistent,1.4,4.961,5228.1,no
9516,220,999,0,nonexistent,1.4,4.961,5228.1,no
9517,152,999,0,nonexistent,1.4,4.961,5228.1,no
9518,140,999,0,nonexistent,1.4,4.961,5228.1,no
9519,400,999,0,nonexistent,1.4,4.961,5228.1,no
9520,163,999,0,nonexistent,1.4,4.961,5228.1,no
9521,77,999,0,nonexistent,1.4,4.961,5228.1,no
9522,356,999,0,nonexistent,1.4,4.961,5228.1,no
9523,117,999,0,nonexistent,1.4,4.961,5228.1,no
9524,1055,999,0,nonexistent,1.4,4.961,5228.1,yes
9525,772,999,0,nonexistent,1.4,4.961,5228.1,no
9526,306,999,0,nonexistent,1.4,4.961,5228.1,no
9527,64,999,0,nonexistent,1.4,4.961,5228.1,no
9528,139,999,0,nonexistent,1.4,4.961,5228.1,no
9529,72,999,0,nonexistent,1.4,4.961,5228.1,no
9530,49,999,0,nonexistent,1.4,4.961,5228.1,no
9531,287,999,0,nonexistent,1.4,4.961,5228.1,no
9532,136,999,0,nonexistent,1.4,4.961,5228.1,no
9533,119,999,0,nonexistent,1.4,4.961,5228.1,no
9534,422,999,0,nonexistent,1.4,4.961,5228.1,no
9535,125,999,0,nonexistent,1.4,4.961,5228.1,no
9536,114,999,0,nonexistent,1.4,4.961,5228.1,no
9537,99,999,0,nonexistent,1.4,4.961,5228.1,no
9538,218,999,0,nonexistent,1.4,4.961,5228.1,no
9539,174,999,0,nonexistent,1.4,4.961,5228.1,no
9540,168,999,0,nonexistent,1.4,4.961,5228.1,no
9541,233,999,0,nonexistent,1.4,4.961,5228.1,no
9542,322,999,0,nonexistent,1.4,4.961,5228.1,no
9543,443,999,0,nonexistent,1.4,4.961,5228.1,no
9544,76,999,0,nonexistent,1.4,4.961,5228.1,no
9545,217,999,0,nonexistent,1.4,4.961,5228.1,no
9546,257,999,0,nonexistent,1.4,4.961,5228.1,no
9547,882,999,0,nonexistent,1.4,4.961,5228.1,yes
9548,254,999,0,nonexistent,1.4,4.961,5228.1,no
9549,83,999,0,nonexistent,1.4,4.961,5228.1,no
9550,213,999,0,nonexistent,1.4,4.961,5228.1,no
9551,252,999,0,nonexistent,1.4,4.961,5228.1,no
9552,36,999,0,nonexistent,1.4,4.961,5228.1,no
9553,540,999,0,nonexistent,1.4,4.961,5228.1,no
9554,280,999,0,nonexistent,1.4,4.961,5228.1,no
9555,683,999,0,nonexistent,1.4,4.961,5228.1,no
9556,230,999,0,nonexistent,1.4,4.961,5228.1,no
9557,452,999,0,nonexistent,1.4,4.961,5228.1,no
9558,149,999,0,nonexistent,1.4,4.961,5228.1,no
9559,172,999,0,nonexistent,1.4,4.961,5228.1,no
9560,51,999,0,nonexistent,1.4,4.961,5228.1,no
9561,35,999,0,nonexistent,1.4,4.961,5228.1,no
9562,626,999,0,nonexistent,1.4,4.961,5228.1,no
9563,122,999,0,nonexistent,1.4,4.961,5228.1,no
9564,63,999,0,nonexistent,1.4,4.961,5228.1,no
9565,100,999,0,nonexistent,1.4,4.961,5228.1,no
9566,70,999,0,nonexistent,1.4,4.961,5228.1,no
9567,255,999,0,nonexistent,1.4,4.961,5228.1,no
9568,217,999,0,nonexistent,1.4,4.961,5228.1,no
9569,1098,999,0,nonexistent,1.4,4.961,5228.1,no
9570,176,999,0,nonexistent,1.4,4.961,5228.1,no
9571,331,999,0,nonexistent,1.4,4.961,5228.1,no
9572,901,999,0,nonexistent,1.4,4.961,5228.1,yes
9573,123,999,0,nonexistent,1.4,4.961,5228.1,no
9574,77,999,0,nonexistent,1.4,4.961,5228.1,no
9575,91,999,0,nonexistent,1.4,4.961,5228.1,no
9576,63,999,0,nonexistent,1.4,4.961,5228.1,no
9577,173,999,0,nonexistent,1.4,4.961,5228.1,no
9578,128,999,0,nonexistent,1.4,4.961,5228.1,no
9579,76,999,0,nonexistent,1.4,4.961,5228.1,no
9580,411,999,0,nonexistent,1.4,4.961,5228.1,no
9581,179,999,0,nonexistent,1.4,4.961,5228.1,no
9582,139,999,0,nonexistent,1.4,4.961,5228.1,no
9583,75,999,0,nonexistent,1.4,4.961,5228.1,no
9584,210,999,0,nonexistent,1.4,4.961,5228.1,no
9585,700,999,0,nonexistent,1.4,4.961,5228.1,yes
9586,329,999,0,nonexistent,1.4,4.961,5228.1,no
9587,225,999,0,nonexistent,1.4,4.961,5228.1,no
9588,96,999,0,nonexistent,1.4,4.961,5228.1,no
9589,166,999,0,nonexistent,1.4,4.961,5228.1,no
9590,186,999,0,nonexistent,1.4,4.961,5228.1,no
9591,92,999,0,nonexistent,1.4,4.961,5228.1,no
9592,80,999,0,nonexistent,1.4,4.961,5228.1,no
9593,67,999,0,nonexistent,1.4,4.961,5228.1,no
9594,190,999,0,nonexistent,1.4,4.961,5228.1,no
9595,104,999,0,nonexistent,1.4,4.961,5228.1,no
9596,174,999,0,nonexistent,1.4,4.961,5228.1,no
9597,37,999,0,nonexistent,1.4,4.961,5228.1,no
9598,589,999,0,nonexistent,1.4,4.961,5228.1,no
9599,183,999,0,nonexistent,1.4,4.961,5228.1,no
9600,151,999,0,nonexistent,1.4,4.961,5228.1,no
9601,29,999,0,nonexistent,1.4,4.961,5228.1,no
9602,186,999,0,nonexistent,1.4,4.961,5228.1,no
9603,73,999,0,nonexistent,1.4,4.961,5228.1,no
9604,88,999,0,nonexistent,1.4,4.961,5228.1,no
9605,522,999,0,nonexistent,1.4,4.961,5228.1,no
9606,112,999,0,nonexistent,1.4,4.961,5228.1,no
9607,65,999,0,nonexistent,1.4,4.961,5228.1,no
9608,149,999,0,nonexistent,1.4,4.961,5228.1,no
9609,206,999,0,nonexistent,1.4,4.961,5228.1,no
9610,123,999,0,nonexistent,1.4,4.961,5228.1,no
9611,378,999,0,nonexistent,1.4,4.961,5228.1,no
9612,100,999,0,nonexistent,1.4,4.961,5228.1,no
9613,81,999,0,nonexistent,1.4,4.961,5228.1,no
9614,175,999,0,nonexistent,1.4,4.961,5228.1,no
9615,250,999,0,nonexistent,1.4,4.961,5228.1,no
9616,156,999,0,nonexistent,1.4,4.961,5228.1,no
9617,173,999,0,nonexistent,1.4,4.961,5228.1,no
9618,127,999,0,nonexistent,1.4,4.961,5228.1,no
9619,324,999,0,nonexistent,1.4,4.961,5228.1,no
9620,198,999,0,nonexistent,1.4,4.961,5228.1,no
9621,87,999,0,nonexistent,1.4,4.961,5228.1,no
9622,311,999,0,nonexistent,1.4,4.961,5228.1,no
9623,313,999,0,nonexistent,1.4,4.961,5228.1,no
9624,302,999,0,nonexistent,1.4,4.961,5228.1,no
9625,91,999,0,nonexistent,1.4,4.961,5228.1,no
9626,47,999,0,nonexistent,1.4,4.961,5228.1,no
9627,119,999,0,nonexistent,1.4,4.961,5228.1,no
9628,117,999,0,nonexistent,1.4,4.961,5228.1,no
9629,142,999,0,nonexistent,1.4,4.961,5228.1,no
9630,183,999,0,nonexistent,1.4,4.961,5228.1,no
9631,249,999,0,nonexistent,1.4,4.961,5228.1,no
9632,274,999,0,nonexistent,1.4,4.961,5228.1,no
9633,144,999,0,nonexistent,1.4,4.961,5228.1,no
9634,23,999,0,nonexistent,1.4,4.961,5228.1,no
9635,128,999,0,nonexistent,1.4,4.961,5228.1,no
9636,491,999,0,nonexistent,1.4,4.961,5228.1,yes
9637,162,999,0,nonexistent,1.4,4.961,5228.1,no
9638,213,999,0,nonexistent,1.4,4.961,5228.1,no
9639,164,999,0,nonexistent,1.4,4.961,5228.1,no
9640,63,999,0,nonexistent,1.4,4.961,5228.1,no
9641,79,999,0,nonexistent,1.4,4.961,5228.1,no
9642,114,999,0,nonexistent,1.4,4.961,5228.1,no
9643,136,999,0,nonexistent,1.4,4.961,5228.1,no
9644,97,999,0,nonexistent,1.4,4.961,5228.1,no
9645,100,999,0,nonexistent,1.4,4.961,5228.1,no
9646,160,999,0,nonexistent,1.4,4.961,5228.1,no
9647,240,999,0,nonexistent,1.4,4.961,5228.1,no
9648,78,999,0,nonexistent,1.4,4.961,5228.1,no
9649,87,999,0,nonexistent,1.4,4.961,5228.1,no
9650,940,999,0,nonexistent,1.4,4.961,5228.1,yes
9651,340,999,0,nonexistent,1.4,4.961,5228.1,no
9652,196,999,0,nonexistent,1.4,4.961,5228.1,no
9653,85,999,0,nonexistent,1.4,4.961,5228.1,no
9654,199,999,0,nonexistent,1.4,4.961,5228.1,no
9655,160,999,0,nonexistent,1.4,4.961,5228.1,no
9656,166,999,0,nonexistent,1.4,4.961,5228.1,no
9657,271,999,0,nonexistent,1.4,4.961,5228.1,no
9658,317,999,0,nonexistent,1.4,4.961,5228.1,no
9659,98,999,0,nonexistent,1.4,4.961,5228.1,no
9660,123,999,0,nonexistent,1.4,4.961,5228.1,no
9661,321,999,0,nonexistent,1.4,4.961,5228.1,no
9662,78,999,0,nonexistent,1.4,4.961,5228.1,no
9663,73,999,0,nonexistent,1.4,4.961,5228.1,no
9664,327,999,0,nonexistent,1.4,4.961,5228.1,no
9665,411,999,0,nonexistent,1.4,4.961,5228.1,no
9666,198,999,0,nonexistent,1.4,4.961,5228.1,no
9667,98,999,0,nonexistent,1.4,4.961,5228.1,no
9668,24,999,0,nonexistent,1.4,4.961,5228.1,no
9669,352,999,0,nonexistent,1.4,4.961,5228.1,no
9670,245,999,0,nonexistent,1.4,4.961,5228.1,no
9671,559,999,0,nonexistent,1.4,4.961,5228.1,no
9672,440,999,0,nonexistent,1.4,4.961,5228.1,no
9673,242,999,0,nonexistent,1.4,4.961,5228.1,no
9674,479,999,0,nonexistent,1.4,4.961,5228.1,no
9675,514,999,0,nonexistent,1.4,4.961,5228.1,no
9676,91,999,0,nonexistent,1.4,4.961,5228.1,no
9677,78,999,0,nonexistent,1.4,4.961,5228.1,no
9678,318,999,0,nonexistent,1.4,4.961,5228.1,no
9679,295,999,0,nonexistent,1.4,4.961,5228.1,no
9680,83,999,0,nonexistent,1.4,4.961,5228.1,no
9681,346,999,0,nonexistent,1.4,4.961,5228.1,no
9682,238,999,0,nonexistent,1.4,4.961,5228.1,no
9683,291,999,0,nonexistent,1.4,4.961,5228.1,no
9684,149,999,0,nonexistent,1.4,4.961,5228.1,no
9685,200,999,0,nonexistent,1.4,4.961,5228.1,no
9686,290,999,0,nonexistent,1.4,4.961,5228.1,no
9687,222,999,0,nonexistent,1.4,4.961,5228.1,no
9688,90,999,0,nonexistent,1.4,4.961,5228.1,no
9689,171,999,0,nonexistent,1.4,4.961,5228.1,no
9690,170,999,0,nonexistent,1.4,4.961,5228.1,no
9691,493,999,0,nonexistent,1.4,4.961,5228.1,no
9692,188,999,0,nonexistent,1.4,4.961,5228.1,no
9693,17,999,0,nonexistent,1.4,4.961,5228.1,no
9694,316,999,0,nonexistent,1.4,4.961,5228.1,no
9695,398,999,0,nonexistent,1.4,4.961,5228.1,no
9696,782,999,0,nonexistent,1.4,4.961,5228.1,no
9697,137,999,0,nonexistent,1.4,4.961,5228.1,no
9698,419,999,0,nonexistent,1.4,4.961,5228.1,no
9699,65,999,0,nonexistent,1.4,4.961,5228.1,no
9700,96,999,0,nonexistent,1.4,4.961,5228.1,no
9701,223,999,0,nonexistent,1.4,4.961,5228.1,no
9702,70,999,0,nonexistent,1.4,4.961,5228.1,no
9703,150,999,0,nonexistent,1.4,4.961,5228.1,no
9704,559,999,0,nonexistent,1.4,4.961,5228.1,no
9705,952,999,0,nonexistent,1.4,4.961,5228.1,yes
9706,71,999,0,nonexistent,1.4,4.961,5228.1,no
9707,152,999,0,nonexistent,1.4,4.961,5228.1,no
9708,486,999,0,nonexistent,1.4,4.961,5228.1,yes
9709,224,999,0,nonexistent,1.4,4.961,5228.1,no
9710,152,999,0,nonexistent,1.4,4.961,5228.1,no
9711,22,999,0,nonexistent,1.4,4.961,5228.1,no
9712,130,999,0,nonexistent,1.4,4.961,5228.1,no
9713,135,999,0,nonexistent,1.4,4.961,5228.1,no
9714,199,999,0,nonexistent,1.4,4.961,5228.1,no
9715,185,999,0,nonexistent,1.4,4.961,5228.1,no
9716,220,999,0,nonexistent,1.4,4.961,5228.1,no
9717,85,999,0,nonexistent,1.4,4.961,5228.1,no
9718,258,999,0,nonexistent,1.4,4.961,5228.1,no
9719,108,999,0,nonexistent,1.4,4.961,5228.1,no
9720,244,999,0,nonexistent,1.4,4.961,5228.1,no
9721,253,999,0,nonexistent,1.4,4.961,5228.1,no
9722,306,999,0,nonexistent,1.4,4.961,5228.1,no
9723,134,999,0,nonexistent,1.4,4.961,5228.1,no
9724,69,999,0,nonexistent,1.4,4.961,5228.1,no
9725,175,999,0,nonexistent,1.4,4.961,5228.1,no
9726,436,999,0,nonexistent,1.4,4.961,5228.1,no
9727,92,999,0,nonexistent,1.4,4.961,5228.1,no
9728,155,999,0,nonexistent,1.4,4.961,5228.1,no
9729,371,999,0,nonexistent,1.4,4.961,5228.1,no
9730,216,999,0,nonexistent,1.4,4.961,5228.1,no
9731,243,999,0,nonexistent,1.4,4.961,5228.1,no
9732,718,999,0,nonexistent,1.4,4.961,5228.1,no
9733,442,999,0,nonexistent,1.4,4.961,5228.1,yes
9734,184,999,0,nonexistent,1.4,4.961,5228.1,no
9735,189,999,0,nonexistent,1.4,4.961,5228.1,no
9736,164,999,0,nonexistent,1.4,4.961,5228.1,no
9737,166,999,0,nonexistent,1.4,4.961,5228.1,no
9738,699,999,0,nonexistent,1.4,4.961,5228.1,no
9739,178,999,0,nonexistent,1.4,4.961,5228.1,no
9740,553,999,0,nonexistent,1.4,4.961,5228.1,no
9741,1137,999,0,nonexistent,1.4,4.961,5228.1,yes
9742,100,999,0,nonexistent,1.4,4.961,5228.1,no
9743,445,999,0,nonexistent,1.4,4.961,5228.1,no
9744,332,999,0,nonexistent,1.4,4.961,5228.1,no
9745,61,999,0,nonexistent,1.4,4.961,5228.1,no
9746,90,999,0,nonexistent,1.4,4.961,5228.1,no
9747,174,999,0,nonexistent,1.4,4.961,5228.1,no
9748,204,999,0,nonexistent,1.4,4.961,5228.1,no
9749,271,999,0,nonexistent,1.4,4.961,5228.1,no
9750,87,999,0,nonexistent,1.4,4.961,5228.1,no
9751,330,999,0,nonexistent,1.4,4.961,5228.1,no
9752,259,999,0,nonexistent,1.4,4.961,5228.1,no
9753,237,999,0,nonexistent,1.4,4.961,5228.1,no
9754,116,999,0,nonexistent,1.4,4.961,5228.1,no
9755,388,999,0,nonexistent,1.4,4.961,5228.1,no
9756,59,999,0,nonexistent,1.4,4.961,5228.1,no
9757,329,999,0,nonexistent,1.4,4.961,5228.1,no
9758,753,999,0,nonexistent,1.4,4.961,5228.1,no
9759,99,999,0,nonexistent,1.4,4.961,5228.1,no
9760,42,999,0,nonexistent,1.4,4.961,5228.1,no
9761,182,999,0,nonexistent,1.4,4.961,5228.1,no
9762,250,999,0,nonexistent,1.4,4.961,5228.1,no
9763,511,999,0,nonexistent,1.4,4.961,5228.1,no
9764,26,999,0,nonexistent,1.4,4.961,5228.1,no
9765,478,999,0,nonexistent,1.4,4.961,5228.1,no
9766,579,999,0,nonexistent,1.4,4.961,5228.1,no
9767,96,999,0,nonexistent,1.4,4.961,5228.1,no
9768,95,999,0,nonexistent,1.4,4.961,5228.1,no
9769,126,999,0,nonexistent,1.4,4.961,5228.1,no
9770,52,999,0,nonexistent,1.4,4.961,5228.1,no
9771,138,999,0,nonexistent,1.4,4.961,5228.1,no
9772,94,999,0,nonexistent,1.4,4.961,5228.1,no
9773,299,999,0,nonexistent,1.4,4.961,5228.1,no
9774,69,999,0,nonexistent,1.4,4.961,5228.1,no
9775,44,999,0,nonexistent,1.4,4.961,5228.1,no
9776,135,999,0,nonexistent,1.4,4.961,5228.1,no
9777,154,999,0,nonexistent,1.4,4.961,5228.1,no
9778,80,999,0,nonexistent,1.4,4.961,5228.1,no
9779,115,999,0,nonexistent,1.4,4.961,5228.1,no
9780,107,999,0,nonexistent,1.4,4.959,5228.1,no
9781,308,999,0,nonexistent,1.4,4.959,5228.1,no
9782,129,999,0,nonexistent,1.4,4.959,5228.1,no
9783,33,999,0,nonexistent,1.4,4.959,5228.1,no
9784,296,999,0,nonexistent,1.4,4.959,5228.1,no
9785,126,999,0,nonexistent,1.4,4.959,5228.1,no
9786,198,999,0,nonexistent,1.4,4.959,5228.1,no
9787,73,999,0,nonexistent,1.4,4.959,5228.1,no
9788,180,999,0,nonexistent,1.4,4.959,5228.1,no
9789,69,999,0,nonexistent,1.4,4.959,5228.1,no
9790,76,999,0,nonexistent,1.4,4.959,5228.1,no
9791,40,999,0,nonexistent,1.4,4.959,5228.1,no
9792,878,999,0,nonexistent,1.4,4.959,5228.1,yes
9793,54,999,0,nonexistent,1.4,4.959,5228.1,no
9794,129,999,0,nonexistent,1.4,4.959,5228.1,no
9795,480,999,0,nonexistent,1.4,4.959,5228.1,no
9796,583,999,0,nonexistent,1.4,4.959,5228.1,yes
9797,101,999,0,nonexistent,1.4,4.959,5228.1,no
9798,339,999,0,nonexistent,1.4,4.959,5228.1,no
9799,27,999,0,nonexistent,1.4,4.959,5228.1,no
9800,490,999,0,nonexistent,1.4,4.959,5228.1,no
9801,81,999,0,nonexistent,1.4,4.959,5228.1,no
9802,399,999,0,nonexistent,1.4,4.959,5228.1,no
9803,42,999,0,nonexistent,1.4,4.959,5228.1,no
9804,29,999,0,nonexistent,1.4,4.959,5228.1,no
9805,75,999,0,nonexistent,1.4,4.959,5228.1,no
9806,47,999,0,nonexistent,1.4,4.959,5228.1,no
9807,62,999,0,nonexistent,1.4,4.959,5228.1,no
9808,484,999,0,nonexistent,1.4,4.959,5228.1,no
9809,305,999,0,nonexistent,1.4,4.959,5228.1,no
9810,95,999,0,nonexistent,1.4,4.959,5228.1,no
9811,893,999,0,nonexistent,1.4,4.959,5228.1,yes
9812,62,999,0,nonexistent,1.4,4.959,5228.1,no
9813,103,999,0,nonexistent,1.4,4.959,5228.1,no
9814,204,999,0,nonexistent,1.4,4.959,5228.1,no
9815,453,999,0,nonexistent,1.4,4.959,5228.1,no
9816,71,999,0,nonexistent,1.4,4.959,5228.1,no
9817,91,999,0,nonexistent,1.4,4.959,5228.1,no
9818,360,999,0,nonexistent,1.4,4.959,5228.1,no
9819,643,999,0,nonexistent,1.4,4.959,5228.1,no
9820,29,999,0,nonexistent,1.4,4.959,5228.1,no
9821,327,999,0,nonexistent,1.4,4.959,5228.1,no
9822,175,999,0,nonexistent,1.4,4.959,5228.1,no
9823,109,999,0,nonexistent,1.4,4.959,5228.1,no
9824,240,999,0,nonexistent,1.4,4.959,5228.1,no
9825,916,999,0,nonexistent,1.4,4.959,5228.1,no
9826,363,999,0,nonexistent,1.4,4.959,5228.1,no
9827,281,999,0,nonexistent,1.4,4.959,5228.1,no
9828,442,999,0,nonexistent,1.4,4.959,5228.1,no
9829,196,999,0,nonexistent,1.4,4.959,5228.1,no
9830,68,999,0,nonexistent,1.4,4.959,5228.1,no
9831,181,999,0,nonexistent,1.4,4.959,5228.1,no
9832,88,999,0,nonexistent,1.4,4.959,5228.1,no
9833,305,999,0,nonexistent,1.4,4.959,5228.1,no
9834,197,999,0,nonexistent,1.4,4.959,5228.1,no
9835,133,999,0,nonexistent,1.4,4.959,5228.1,no
9836,138,999,0,nonexistent,1.4,4.959,5228.1,no
9837,439,999,0,nonexistent,1.4,4.959,5228.1,no
9838,232,999,0,nonexistent,1.4,4.959,5228.1,no
9839,63,999,0,nonexistent,1.4,4.959,5228.1,no
9840,867,999,0,nonexistent,1.4,4.959,5228.1,yes
9841,587,999,0,nonexistent,1.4,4.959,5228.1,yes
9842,458,999,0,nonexistent,1.4,4.959,5228.1,no
9843,191,999,0,nonexistent,1.4,4.959,5228.1,no
9844,64,999,0,nonexistent,1.4,4.959,5228.1,no
9845,354,999,0,nonexistent,1.4,4.959,5228.1,no
9846,300,999,0,nonexistent,1.4,4.959,5228.1,no
9847,105,999,0,nonexistent,1.4,4.959,5228.1,no
9848,328,999,0,nonexistent,1.4,4.959,5228.1,no
9849,339,999,0,nonexistent,1.4,4.959,5228.1,no
9850,561,999,0,nonexistent,1.4,4.959,5228.1,no
9851,116,999,0,nonexistent,1.4,4.959,5228.1,no
9852,706,999,0,nonexistent,1.4,4.959,5228.1,yes
9853,261,999,0,nonexistent,1.4,4.959,5228.1,no
9854,314,999,0,nonexistent,1.4,4.959,5228.1,no
9855,219,999,0,nonexistent,1.4,4.959,5228.1,no
9856,139,999,0,nonexistent,1.4,4.959,5228.1,no
9857,98,999,0,nonexistent,1.4,4.959,5228.1,no
9858,694,999,0,nonexistent,1.4,4.959,5228.1,no
9859,68,999,0,nonexistent,1.4,4.959,5228.1,no
9860,165,999,0,nonexistent,1.4,4.959,5228.1,no
9861,275,999,0,nonexistent,1.4,4.959,5228.1,no
9862,153,999,0,nonexistent,1.4,4.959,5228.1,no
9863,83,999,0,nonexistent,1.4,4.959,5228.1,no
9864,76,999,0,nonexistent,1.4,4.959,5228.1,no
9865,79,999,0,nonexistent,1.4,4.959,5228.1,no
9866,145,999,0,nonexistent,1.4,4.959,5228.1,no
9867,199,999,0,nonexistent,1.4,4.959,5228.1,no
9868,158,999,0,nonexistent,1.4,4.959,5228.1,no
9869,316,999,0,nonexistent,1.4,4.959,5228.1,no
9870,117,999,0,nonexistent,1.4,4.959,5228.1,no
9871,288,999,0,nonexistent,1.4,4.959,5228.1,no
9872,78,999,0,nonexistent,1.4,4.959,5228.1,no
9873,26,999,0,nonexistent,1.4,4.959,5228.1,no
9874,100,999,0,nonexistent,1.4,4.959,5228.1,no
9875,49,999,0,nonexistent,1.4,4.959,5228.1,no
9876,241,999,0,nonexistent,1.4,4.959,5228.1,no
9877,95,999,0,nonexistent,1.4,4.959,5228.1,no
9878,362,999,0,nonexistent,1.4,4.959,5228.1,no
9879,125,999,0,nonexistent,1.4,4.959,5228.1,no
9880,91,999,0,nonexistent,1.4,4.959,5228.1,no
9881,187,999,0,nonexistent,1.4,4.959,5228.1,no
9882,420,999,0,nonexistent,1.4,4.959,5228.1,no
9883,115,999,0,nonexistent,1.4,4.959,5228.1,no
9884,64,999,0,nonexistent,1.4,4.959,5228.1,no
9885,40,999,0,nonexistent,1.4,4.959,5228.1,no
9886,113,999,0,nonexistent,1.4,4.959,5228.1,no
9887,68,999,0,nonexistent,1.4,4.959,5228.1,no
9888,55,999,0,nonexistent,1.4,4.959,5228.1,no
9889,62,999,0,nonexistent,1.4,4.959,5228.1,no
9890,886,999,0,nonexistent,1.4,4.959,5228.1,no
9891,100,999,0,nonexistent,1.4,4.959,5228.1,no
9892,61,999,0,nonexistent,1.4,4.959,5228.1,no
9893,1199,999,0,nonexistent,1.4,4.959,5228.1,yes
9894,140,999,0,nonexistent,1.4,4.959,5228.1,no
9895,436,999,0,nonexistent,1.4,4.959,5228.1,no
9896,72,999,0,nonexistent,1.4,4.959,5228.1,no
9897,119,999,0,nonexistent,1.4,4.959,5228.1,no
9898,123,999,0,nonexistent,1.4,4.959,5228.1,no
9899,553,999,0,nonexistent,1.4,4.959,5228.1,no
9900,320,999,0,nonexistent,1.4,4.959,5228.1,no
9901,935,999,0,nonexistent,1.4,4.959,5228.1,yes
9902,74,999,0,nonexistent,1.4,4.959,5228.1,no
9903,81,999,0,nonexistent,1.4,4.959,5228.1,no
9904,586,999,0,nonexistent,1.4,4.959,5228.1,yes
9905,950,999,0,nonexistent,1.4,4.959,5228.1,no
9906,159,999,0,nonexistent,1.4,4.959,5228.1,no
9907,838,999,0,nonexistent,1.4,4.959,5228.1,yes
9908,46,999,0,nonexistent,1.4,4.959,5228.1,no
9909,473,999,0,nonexistent,1.4,4.959,5228.1,no
9910,119,999,0,nonexistent,1.4,4.959,5228.1,no
9911,967,999,0,nonexistent,1.4,4.959,5228.1,yes
9912,33,999,0,nonexistent,1.4,4.959,5228.1,no
9913,148,999,0,nonexistent,1.4,4.959,5228.1,no
9914,651,999,0,nonexistent,1.4,4.959,5228.1,yes
9915,437,999,0,nonexistent,1.4,4.959,5228.1,no
9916,134,999,0,nonexistent,1.4,4.959,5228.1,no
9917,116,999,0,nonexistent,1.4,4.959,5228.1,no
9918,143,999,0,nonexistent,1.4,4.959,5228.1,no
9919,174,999,0,nonexistent,1.4,4.959,5228.1,no
9920,63,999,0,nonexistent,1.4,4.959,5228.1,no
9921,340,999,0,nonexistent,1.4,4.959,5228.1,no
9922,103,999,0,nonexistent,1.4,4.959,5228.1,no
9923,41,999,0,nonexistent,1.4,4.959,5228.1,no
9924,247,999,0,nonexistent,1.4,4.959,5228.1,no
9925,114,999,0,nonexistent,1.4,4.959,5228.1,no
9926,327,999,0,nonexistent,1.4,4.959,5228.1,no
9927,110,999,0,nonexistent,1.4,4.959,5228.1,no
9928,257,999,0,nonexistent,1.4,4.959,5228.1,no
9929,59,999,0,nonexistent,1.4,4.959,5228.1,no
9930,113,999,0,nonexistent,1.4,4.959,5228.1,no
9931,127,999,0,nonexistent,1.4,4.959,5228.1,no
9932,183,999,0,nonexistent,1.4,4.959,5228.1,no
9933,142,999,0,nonexistent,1.4,4.959,5228.1,no
9934,678,999,0,nonexistent,1.4,4.959,5228.1,no
9935,86,999,0,nonexistent,1.4,4.959,5228.1,no
9936,96,999,0,nonexistent,1.4,4.959,5228.1,no
9937,211,999,0,nonexistent,1.4,4.959,5228.1,no
9938,201,999,0,nonexistent,1.4,4.959,5228.1,no
9939,105,999,0,nonexistent,1.4,4.959,5228.1,no
9940,100,999,0,nonexistent,1.4,4.959,5228.1,no
9941,952,999,0,nonexistent,1.4,4.959,5228.1,no
9942,181,999,0,nonexistent,1.4,4.959,5228.1,no
9943,389,999,0,nonexistent,1.4,4.959,5228.1,no
9944,203,999,0,nonexistent,1.4,4.959,5228.1,no
9945,450,999,0,nonexistent,1.4,4.959,5228.1,no
9946,105,999,0,nonexistent,1.4,4.959,5228.1,no
9947,85,999,0,nonexistent,1.4,4.959,5228.1,no
9948,203,999,0,nonexistent,1.4,4.959,5228.1,no
9949,74,999,0,nonexistent,1.4,4.959,5228.1,no
9950,222,999,0,nonexistent,1.4,4.959,5228.1,no
9951,30,999,0,nonexistent,1.4,4.959,5228.1,no
9952,268,999,0,nonexistent,1.4,4.959,5228.1,no
9953,148,999,0,nonexistent,1.4,4.959,5228.1,no
9954,427,999,0,nonexistent,1.4,4.959,5228.1,no
9955,90,999,0,nonexistent,1.4,4.959,5228.1,no
9956,177,999,0,nonexistent,1.4,4.959,5228.1,no
9957,328,999,0,nonexistent,1.4,4.959,5228.1,no
9958,133,999,0,nonexistent,1.4,4.959,5228.1,no
9959,516,999,0,nonexistent,1.4,4.959,5228.1,no
9960,204,999,0,nonexistent,1.4,4.959,5228.1,no
9961,184,999,0,nonexistent,1.4,4.959,5228.1,no
9962,157,999,0,nonexistent,1.4,4.959,5228.1,no
9963,319,999,0,nonexistent,1.4,4.959,5228.1,no
9964,199,999,0,nonexistent,1.4,4.959,5228.1,no
9965,147,999,0,nonexistent,1.4,4.959,5228.1,no
9966,394,999,0,nonexistent,1.4,4.959,5228.1,no
9967,81,999,0,nonexistent,1.4,4.959,5228.1,no
9968,157,999,0,nonexistent,1.4,4.959,5228.1,no
9969,375,999,0,nonexistent,1.4,4.959,5228.1,no
9970,184,999,0,nonexistent,1.4,4.959,5228.1,no
9971,162,999,0,nonexistent,1.4,4.959,5228.1,no
9972,47,999,0,nonexistent,1.4,4.959,5228.1,no
9973,215,999,0,nonexistent,1.4,4.959,5228.1,no
9974,230,999,0,nonexistent,1.4,4.959,5228.1,no
9975,105,999,0,nonexistent,1.4,4.959,5228.1,no
9976,150,999,0,nonexistent,1.4,4.959,5228.1,no
